"ID","URL","PDF","Country","Province","Date","Trial status","Design","Blinding","Arms","COVID-19 status","Severity","Patient setting","Outcome","Treatment","Size"
"NCT04340557","https://ClinicalTrials.gov/show/NCT04340557",NA,"United States","California","2020-Apr","Recruiting","Randomized","Open-Label",2,"Confirmed","Mild or moderate","Mixed","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Losartan",200
"NCT04338828","https://ClinicalTrials.gov/show/NCT04338828",NA,"United States","Massachusetts","2020-Apr","Not Recruiting","Randomized","Triple",2,"Suspected","Mixed","Mixed","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Serious Adverse Events, SpO2","Nitric oxide, oxygen",260
"NCT04338074","https://ClinicalTrials.gov/show/NCT04338074",NA,"United States","Alabama","2020-Apr","Not Recruiting","Randomized","Quadruple",2,"Confirmed","Mixed","Outpatients","Viral Load or Clearance, Treatment-emergent Adverse Events","Tranexamic acid",100
"NCT04338126","https://ClinicalTrials.gov/show/NCT04338126",NA,"United States","Alabama","2020-Apr","Not Recruiting","Randomized","Quadruple",2,"Confirmed","Unspecified","Hospitalized","Mortality, ICU Admission, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms","Tranexamic acid",60
"NCT04338802","https://ClinicalTrials.gov/show/NCT04338802",NA,"China","Hubei","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO","Nintedanib",96
"NCT04336462","https://ClinicalTrials.gov/show/NCT04336462",NA,"China","Guangdong","2020-Apr","Recruiting","Randomized","Quadruple",2,"Confirmed","Severe","Hospitalized","Viral Load or Clearance, Pneumonia or ARDS, Cough, Fever, Dyspnea, C-Reactive Protein, White Blood Cell Count, Lymphocyte Count, Neutrophils, Platelet Count, Hemoglobin, Urine Sample, IgG, IgM or IgA, Blood Urea Nitrogen","Hydrogen ,  oxygen",100
"NCT04337541","https://ClinicalTrials.gov/show/NCT04337541",NA,"Denmark","Copenhagen","2020-Apr","Recruiting","Randomized","Open-Label",2,"Healthy","Non-severe","Healthy","Viral Load or Clearance, Antibodies","Surgical facial mask",6000
"NCT04334005","https://ClinicalTrials.gov/show/NCT04334005",NA,"Spain","Granada","2020-Apr","Not Recruiting","Randomized","Double",2,"Confirmed","Non-severe","Outpatients","Mortality, ICU Admission, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms","Vitamin D",200
"NCT04306393","https://ClinicalTrials.gov/show/NCT04306393",NA,"United States","Alabama","2020-Mar","Recruiting","Randomized","Single",2,"Confirmed","Severe","ICU",NA,"Nitric Oxide",200
"NCT04306393","https://ClinicalTrials.gov/show/NCT04306393",NA,"United States","Louisiana","2020-Mar","Recruiting","Randomized","Single",2,"Confirmed","Severe","ICU",NA,"Nitric Oxide",200
"NCT04306393","https://ClinicalTrials.gov/show/NCT04306393",NA,"United States","Massachusetts","2020-Mar","Recruiting","Randomized","Single",2,"Confirmed","Severe","ICU",NA,"Nitric Oxide",200
"NCT04333550","https://ClinicalTrials.gov/show/NCT04333550",NA,"Iran","Kermanshah","2020-Apr","Recruiting","Randomized","Double",2,"Confirmed","Mixed","Mixed","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), C-Reactive Protein, Lymphocyte Count, PaO2-FiO2","Deferoxamine",50
"NCT04335136","https://ClinicalTrials.gov/show/NCT04335136",NA,"Austria","Vienna","2020-Apr","Not Recruiting","Randomized","Double",2,"Confirmed","Unspecified","Mixed",NA,"Recombinant ACE",200
"NCT04335136","https://ClinicalTrials.gov/show/NCT04335136",NA,"Austria","Wien","2020-Apr","Not Recruiting","Randomized","Double",2,"Confirmed","Unspecified","Mixed",NA,"Recombinant ACE",200
"NCT04335136","https://ClinicalTrials.gov/show/NCT04335136",NA,"Denmark","Copenhagen","2020-Apr","Not Recruiting","Randomized","Double",2,"Confirmed","Unspecified","Mixed",NA,"Recombinant ACE",200
"NCT04335136","https://ClinicalTrials.gov/show/NCT04335136",NA,"Germany","Hamburg","2020-Apr","Not Recruiting","Randomized","Double",2,"Confirmed","Unspecified","Mixed",NA,"Recombinant ACE",200
"NCT04335136","https://ClinicalTrials.gov/show/NCT04335136",NA,"Germany","Berlin","2020-Apr","Not Recruiting","Randomized","Double",2,"Confirmed","Unspecified","Mixed",NA,"Recombinant ACE",200
"NCT04335201","https://ClinicalTrials.gov/show/NCT04335201",NA,"Italy","Milano","2020-Apr","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Mixed","Hospitalized","Mortality, Hospitalization, Clinical Improvement Score (Any), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, IL-6, IL-10, Tumor Necrosis Factor (Any), Interferon (Any), LDH","Defibrotide",50
"NCT04334460","https://ClinicalTrials.gov/show/NCT04334460",NA,"United States","California","2020-Apr","Not Recruiting","Randomized","Quadruple",2,"Confirmed","Severe","Hospitalized","Hospital Discharge, Viral Load or Clearance, Non-invasive Ventilation, Fever, Treatment-emergent Adverse Events, Serious Adverse Events, IL-6, PaO2-FiO2, SpO2","BLD-2660",120
"NCT04332666","https://ClinicalTrials.gov/show/NCT04332666",NA,"Belgium","Brussels","2020-Apr","Not Recruiting","Randomized","Triple",2,"Confirmed Or Suspected",NA,"ICU","ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Deep Vein Thrombosis or Pulmonary Embolism, Serious Adverse Events, IL-1, IL-2, IL-6, IL-7, IL-8, IL-10, Tumor Necrosis Factor (Any), Interferon (Any), Angiotensins, PaO2-FiO2, Radiographic Findings","Angiotensin",60
"NCT04321096","https://ClinicalTrials.gov/show/NCT04321096",NA,"Denmark","Copenhagen","2020-Mar","Recruiting","Randomized","Quadruple",2,"Confirmed",NA,"Hospitalized","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","Camostat",180
"CHICTR2000031630","http://www.chictr.org.cn/showproj.aspx?proj=50474",NA,"China","Guangdong","2020-Apr","Recruiting","Non-Randomized","Unspecified",2,"Confirmed","Unspecified","Unclear",NA,"Celecoxib",60
"NCT04333472","https://ClinicalTrials.gov/show/NCT04333472",NA,"Israel","Jerusalem","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Confirmed",NA,"Hospitalized","Mortality, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2","Piclidenoson",40
"NCT04275414","https://ClinicalTrials.gov/show/NCT04275414",NA,"China","Hubei","2020-Feb","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized",NA,"Bevacizumab",20
"NCT04275414","https://ClinicalTrials.gov/show/NCT04275414",NA,"China","Shandong","2020-Feb","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized",NA,"Bevacizumab",20
"NCT04275414","https://ClinicalTrials.gov/show/NCT04275414",NA,"Italy","Rome","2020-Feb","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized",NA,"Bevacizumab",20
"NCT04312243","https://ClinicalTrials.gov/show/NCT04312243",NA,"China","Beijing","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Healthy (Exposed)","None","Healthcare Workers","Viral Load or Clearance, Labor Absenteeism","Nitric Oxide",470
"NCT04324489","https://ClinicalTrials.gov/show/NCT04324489",NA,"China","Hubei","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized","Mortality, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation","Antiviral",4
"NCT04326790","https://ClinicalTrials.gov/show/NCT04326790",NA,"Greece","Athens","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed",NA,NA,"Clinical Improvement Score (Any), C-Reactive Protein, Troponin","Colchicine",180
"NCT04332042","https://ClinicalTrials.gov/show/NCT04332042",NA,"Italy","Ancona","2020-Apr","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed",NA,"Hospitalized","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events","Tofacitinib",50
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","Arizona","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized",NA,"Bidirectional oxygen",15
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","California","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized",NA,"Bidirectional oxygen",15
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","Georgia","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized",NA,"Bidirectional oxygen",15
"NCT04328480","https://ClinicalTrials.gov/show/NCT04328480",NA,"Uruguay","Montevideo","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO","Colchicine",2500
"NCT04327505","https://ClinicalTrials.gov/show/NCT04327505",NA,"Sweden","Stockholm","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe",NA,"Mortality, ICU Admission, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Adverse Events, Serious Adverse Events, Peak RC-Reactive Protein, IL-6, Tumor Necrosis Factor (Any), White Blood Cell Count, Procalcitonin","Hyperbaric oxygen",200
"NCT04326075","https://ClinicalTrials.gov/show/NCT04326075",NA,"Italy","Milan","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected",NA,"Hospitalized","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO","CPAP",900
"NCT04288713","https://ClinicalTrials.gov/show/NCT04288713",NA,"United States","New York","2020-Feb","Recruiting","Unspecified","Unspecified",NA,"Confirmed","Severe","ICU",NA,"Eculizumab",NA
"NCT04326114","https://ClinicalTrials.gov/show/NCT04326114",NA,"Spain","Madrid","2020-Mar","Not Recruiting","Randomized","Single",2,"Healthy",NA,"Healthy","Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, Adverse Events","Inspiratory/expiratory training device",240
"CHICTR2000031203","http://www.chictr.org.cn/showproj.aspx?proj=51030",NA,"China","Henan","2020-Mar","Recruiting","Randomized","Unspecified",2,"Resolved",NA,"Discharged","Anxiety","Traditional Chinese Medicine",28
"NCT04324996","https://ClinicalTrials.gov/show/NCT04324996",NA,"China","Chongqing","2020-Mar","Recruiting","Randomized","Quadruple",2,"Confirmed",NA,NA,"Clinical Improvement Score (Any), Pneumonia or ARDS, Adverse Events, Treatment-emergent Adverse Events","Engineered Cells",90
"NCT04321928","https://ClinicalTrials.gov/show/NCT04321928",NA,"China","Beijing","2020-Mar","Not Recruiting","Randomized","Double",2,"Healthy","None","Healthy","ICU Admission, Hospitalization, Other Mild Symptoms","Behavioral",7576
"NCT04323592","https://ClinicalTrials.gov/show/NCT04323592",NA,"Italy","Trieste","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein","Corticosteroid(s)",104
"NCT04322344","https://ClinicalTrials.gov/show/NCT04322344",NA,"Italy","Catanzaro","2020-Mar","Recruiting","Non-Randomized","Double",2,"Confirmed",NA,"Hospitalized","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","Escin",120
"CHICTR2000030198","http://www.chictr.org.cn/showproj.aspx?proj=50066",NA,"China","Sichuan","2020-Feb","Not Recruiting","Randomized","Unspecified",2,"Resolved","Severe","Discharged","Clinical Improvement Score (Any), PaO2-FiO2, SpO2, Respiratory Rate, 6-Minute Walking Distance, Quality of Life, Depression, Anxiety","Educational",60
"NCT04323332","https://ClinicalTrials.gov/show/NCT04323332",NA,"China","Beijing","2020-Mar","Not Recruiting","Non-Randomized","Open-Label",2,"Confirmed","Severe","Hospitalized","Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Non-invasive Ventilation, Adverse Events, C-Reactive Protein, Ferritin, IL-6, White Blood Cell Count, Lymphocyte Count, Neutrophils, Platelet Count, Erythrocyte Sedimentation Rate, D-Dimer, Creatinine Phosphokinase, CK-MB, AST, LDH, Antibodies, Radiographic Findings","Traditional Chinese Medicine",50
"NCT04305106","https://ClinicalTrials.gov/show/NCT04305106",NA,"China","Shandong","2020-Mar","Recruiting","Randomized","Triple",2,"Confirmed","Severe",NA,"Clinical Improvement Score (Any)","Bevacizumab",140
"NCT04323514","https://ClinicalTrials.gov/show/NCT04323514",NA,"Italy","Palermo","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized","Mortality, Hospitalization, Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, Peak RRadiographic Findings","Nutritional Support",500
"CHICTR2000031271","http://www.chictr.org.cn/showproj.aspx?proj=51194",NA,"China","Guangdong","2020-Mar","Not Recruiting","Randomized","Unspecified",2,"Confirmed",NA,NA,"Mortality, ICU Admission, Hospitalization, Organ Failure or Dysfunction (SOFA), Quality of Life","Amino acid",80
"CHICTR2000030028","http://www.chictr.org.cn/showproj.aspx?proj=49840",NA,"China","Sichuan","2020-Feb","Not Recruiting","Randomized","Unspecified",2,"Confirmed","Severe",NA,"PD-1, Monocyte Count, Lymphocyte Count, Natural Killer Cell Count, Dendritic Cell Count, Neutrophils, CD4, CD8","Pd-1 Antibodies",40
"CHICTR2000030936","http://www.chictr.org.cn/showproj.aspx?proj=51100",NA,"China","Sichuan","2020-Mar","Recruiting","Non-Randomized","Unspecified",2,"Confirmed Or Suspected",NA,"Mixed","Fever","Traditional Chinese Medicine",2840
"CHICTR2000031139","http://www.chictr.org.cn/showproj.aspx?proj=51404",NA,"China","Hubei","2020-Mar","Recruiting","Single-Arm","Unspecified",1,"Confirmed",NA,NA,"Pneumonia or ARDS, Blood Gas, Radiographic Findings, Quality of Life, Depression, Anxiety, Distress","Cell product",20
"CHICTR2000031138","http://www.chictr.org.cn/showproj.aspx?proj=51416",NA,"China","Hunan","2020-Mar","Recruiting","Randomized","Unspecified",2,"Confirmed",NA,NA,"Clinical Improvement Score (Any), Pneumonia or ARDS, Blood Gas, PaO2-FiO2, SpO2, Respiratory Rate","Pirfenidone",40
"CHICTR2000030988","http://www.chictr.org.cn/showproj.aspx?proj=51317",NA,"China","Guangdong","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed",NA,NA,"Hospitalization, Hospital Discharge, Pneumonia or ARDS, Treatment-emergent Adverse Events","Traditional Chinese Medicine",204
"CHICTR2000030937","http://www.chictr.org.cn/showproj.aspx?proj=51240",NA,"China","Guangdong","2020-Mar","Recruiting","Randomized","Open-Label",2,"Resolved",NA,"Discharged","Other Mild Symptoms","Traditional Chinese Medicine",144
"CHICTR2000030940","http://www.chictr.org.cn/showproj.aspx?proj=51061",NA,"China","Shanghai","2020-Mar","Not Recruiting","Non-Randomized","Unspecified",2,"Confirmed","Non-severe",NA,"Clinical Improvement Score (Any), Pneumonia or ARDS, Cough, Fever, Dyspnea","Traditional Chinese Medicine",76
"CHICTR2000030923","http://www.chictr.org.cn/showproj.aspx?proj=51139",NA,"China","Shaanxi","2020-Mar","Recruiting","Randomized","Open-Label",4,"Confirmed Or Suspected",NA,NA,"Clinical Improvement Score (Any), Viral Load or Clearance","Traditional Chinese Medicine",400
"CHICTR2000030920","http://www.chictr.org.cn/showproj.aspx?proj=50476",NA,"China","Zhejiang","2020-Mar","Recruiting","Randomized","Unspecified",4,"Resolved",NA,"Discharged","Viral Load or Clearance, Secondary CoViD-19 Re-infection, C-Reactive Protein, IL-2, IL-4, IL-6, IL-10, Tumor Necrosis Factor (Any), Lymphocyte Count, Weight, Height or BMI, Albumin, IgG, IgM or IgA, Antibodies, CD4, CD8","Traditional Chinese Medicine",100
"CHICTR2000031090","http://www.chictr.org.cn/showproj.aspx?proj=51148",NA,"China","Zhejiang","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed",NA,NA,"Quality of Life, Depression, Anxiety, Distress","Psychological",60
"CHICTR2000031089","http://www.chictr.org.cn/showproj.aspx?proj=51136",NA,"China","Guangdong","2020-Mar","Not Recruiting","Non-Randomized","Unspecified",2,"Confirmed","Mixed",NA,"Pneumonia or ARDS, Cough, Fever, Dyspnea, Other Mild Symptoms, White Blood Cell Count, Platelet Count, Erythrocyte Sedimentation Rate, Creatinine Phosphokinase, CK-MB, eGFR, Myoglobin, Troponin, Procalcitonin, Prothrombin, Fibrinogen, Coagulation Test, ALT, AST, Albumin, Bilirubin, Radiographic Findings","Traditional Chinese Medicine",300
"CHICTR2000030420","http://www.chictr.org.cn/showproj.aspx?proj=50286",NA,"China","Liaoning","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected",NA,NA,"Depression, Anxiety, Distress","Traditional Chinese Medicine",60
"CHICTR2000030539","http://www.chictr.org.cn/showproj.aspx?proj=50660",NA,"China","Guangdong","2020-Mar","Not Recruiting","Non-Randomized","Unspecified",2,"Confirmed","Non-severe","Outpatients","Viral Load or Clearance","Hydrogen Peroxide",40
"CHICTR2000030946","http://www.chictr.org.cn/showproj.aspx?proj=51265",NA,"China","Guangdong","2020-Mar","Recruiting","Non-Randomized","Unspecified",2,"Confirmed",NA,"Hospitalized",NA,"LMW Heparin",120
"CHICTR2000030933","http://www.chictr.org.cn/showproj.aspx?proj=51184",NA,"China","Jiangxi","2020-Mar","Not Recruiting","Randomized","Open-Label",3,"Resolved",NA,"Discharged","Fever, Respiratory Rate, 6-Minute Walking Distance, Quality of Life, Depression, Anxiety, Distress","Traditional Chinese Medicine",108
"NCT04291053","https://ClinicalTrials.gov/show/NCT04291053",NA,"China","Beijing","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed","Non-severe","Outpatients","Mortality, ICU Admission, Hospitalization, Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, PaO2-FiO2, SpO2, Respiratory Rate","Traditional Chinese Medicine",550
"NCT04304313","https://ClinicalTrials.gov/show/NCT04304313",NA,"China","Hubei","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Mixed",NA,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, CK-MB, ALT, PaO2-FiO2, SpO2, Radiographic Findings","Sildenafil",10
"NCT04278963","https://ClinicalTrials.gov/show/NCT04278963",NA,"China","Hubei","2020-Feb","Not Recruiting","Randomized","Double",4,"Confirmed","Mixed","Hospitalized","Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, PaO2-FiO2, SpO2, Respiratory Rate","Traditional Chinese Medicine",300
"NCT04310865","https://ClinicalTrials.gov/show/NCT04310865",NA,"China","Hubei","2020-Mar","Not Recruiting","Randomized","Quadruple",3,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Treatment-emergent Adverse Events, Lymphocyte Count, PaO2-FiO2, SpO2","Traditional Chinese Medicine",116
"NCT04261270","https://ClinicalTrials.gov/show/NCT04261270",NA,"China","Hubei","2020-Feb","Recruiting","Randomized","Single",3,"Confirmed","Mixed","Hospitalized","ICU Admission, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms, Adverse Events, C-Reactive Protein, Erythrocyte Sedimentation Rate, Creatinine Phosphokinase, CK-MB, ALT, PaO2-FiO2, SpO2, Respiratory Rate","Combination Antiviral",60
"NCT04263402","https://ClinicalTrials.gov/show/NCT04263402",NA,"China","Hubei","2020-Feb","Recruiting","Randomized","Single",2,"Confirmed","Severe",NA,"ICU Admission, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Organ Failure or Dysfunction (SOFA), PaO2-FiO2, SpO2, Radiographic Findings","Corticosteroid(s)",100
"CHICTR2000029869","http://www.chictr.org.cn/showproj.aspx?proj=49486",NA,"China","Hubei","2020-Feb","Not Recruiting","Randomized","Unspecified",2,"Confirmed","Non-severe",NA,"Mortality, ICU Admission, Pneumonia or ARDS, C-Reactive Protein, Tumor Necrosis Factor (Any), Interferon (Any), Creatinine Phosphokinase, CK-MB, eGFR, ALT, AST, Albumin, Bilirubin, SpO2, Radiographic Findings","Traditional Chinese Medicine",300
"CHICTR2000029978","http://www.chictr.org.cn/showproj.aspx?proj=49702",NA,"China","Shanghai","2020-Feb","Not Recruiting","Randomized","Unspecified",2,"Confirmed","Mixed","Hospitalized","Hospitalization, Cough, Fever, Dyspnea, PD-1, Weight, Height or BMI, Creatinine Phosphokinase, CK-MB, ALT, AST, CD4, CD8, Respiratory Rate, Radiographic Findings, Depression, Anxiety, Distress","Traditional Chinese Medicine",186
"CHICTR2000029956","http://www.chictr.org.cn/showproj.aspx?proj=49618",NA,"China","Sichuan","2020-Feb","Not Recruiting","Randomized","Unspecified",2,"Resolved",NA,"Discharged","Cough, Fever, Dyspnea, Other Mild Symptoms, Quality of Life, Depression, Anxiety, Distress","Traditional Chinese Medicine",120
"CHICTR2000029658","http://www.chictr.org.cn/showproj.aspx?proj=49074",NA,"China","Hubei","2020-Feb","Status Unclear","Randomized","Unspecified",2,"Confirmed","Severe","ICU","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, SpO2, Hypoxia","Oxygen",60
"CHICTR2000030469","http://www.chictr.org.cn/showproj.aspx?proj=50082",NA,"China","Shanghai","2020-Mar","Recruiting","Randomized","Unspecified",2,"Confirmed","Mixed","Hospitalized","Hospitalization, Pneumonia or ARDS, Fever, SpO2, Radiographic Findings","Traditional Chinese Medicine",96
"CHICTR2000030188","http://www.chictr.org.cn/showproj.aspx?proj=50025",NA,"China","Guangdong","2020-Feb","Recruiting","Randomized","Unspecified",2,"Confirmed","Severe",NA,"Mortality, Viral Load or Clearance, Pneumonia or ARDS, Cough, Fever, Dyspnea, Other Mild Symptoms, C-Reactive Protein, Erythrocyte Sedimentation Rate, Blood Gas","Traditional Chinese Medicine",120
"NCT04308317","https://ClinicalTrials.gov/show/NCT04308317",NA,"China","Zhejiang","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed",NA,"Mortality, Fever","Tetrandrine",60
"CHICTR2000030804","http://www.chictr.org.cn/showproj.aspx?proj=51018",NA,"China","Guangdong","2020-Mar","Recruiting","Randomized","Unspecified",2,"Confirmed","Non-severe",NA,"Hospitalization, Cough, C-Reactive Protein","Traditional Chinese Medicine",128
"CHICTR2000030896","http://www.chictr.org.cn/showproj.aspx?proj=51028",NA,"China","Henan","2020-Mar","Recruiting","Single-Arm","Unspecified",1,"Confirmed","Non-severe",NA,"Pneumonia or ARDS, Cough, Fever, Dyspnea, Other Mild Symptoms, Radiographic Findings","Traditional Chinese Medicine",24
"CHICTR2000030892","http://www.chictr.org.cn/showproj.aspx?proj=51118",NA,"China","Guangdong","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed",NA,NA,"Hospitalization, Hospital Discharge, Treatment-emergent Adverse Events, Radiographic Findings","Pirfenidone",40
"CHICTR2000030897","http://www.chictr.org.cn/showproj.aspx?proj=50462",NA,"China","Zhejiang","2020-Mar","Recruiting","Randomized","Unspecified",2,"Resolved",NA,"Discharged","Hospitalization, Hospital Discharge, Viral Load or Clearance, Fever, C-Reactive Protein, IL-2, IL-4, IL-6, IL-8, IL-10, Tumor Necrosis Factor (Any), Interferon (Any), White Blood Cell Count, Monocyte Count, Weight, Height or BMI, Albumin, IgG, IgM or IgA, Antibodies, CD4, Radiographic Findings","Traditional Chinese Medicine",20
"CHICTR2000030855","http://www.chictr.org.cn/showproj.aspx?proj=51090",NA,"China","Guizhou","2020-Mar","Not Recruiting","Single-Arm","Unspecified",1,"Confirmed","Severe","Hospitalized","ICU Admission, Blood Gas, PaO2-FiO2, SpO2, Respiratory Rate","Mechanical Support",200
"CHICTR2000030479","http://www.chictr.org.cn/showproj.aspx?proj=50450",NA,"China","Jiangsu","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed","Hospitalized","Viral Load or Clearance, Pneumonia or ARDS, Fever, Dyspnea, Other Mild Symptoms, C-Reactive Protein, White Blood Cell Count, Lymphocyte Count, Erythrocyte Sedimentation Rate, Procalcitonin, SpO2","Traditional Chinese Medicine",100
"CHICTR2000030864","http://www.chictr.org.cn/showproj.aspx?proj=50662",NA,"China","Hubei","2020-Mar","Recruiting","Single-Arm","Unspecified",1,"Confirmed",NA,NA,"Viral Load or Clearance, Pneumonia or ARDS, White Blood Cell Count, Monocyte Count, Lymphocyte Count, Natural Killer Cell Count, Creatinine Phosphokinase, CK-MB, eGFR, ALT, AST, Albumin, Bilirubin, Glucose, Radiographic Findings","Traditional Chinese Medicine",50
"CHICTR2000030810","http://www.chictr.org.cn/showproj.aspx?proj=50986",NA,"China","Hubei","2020-Mar","Recruiting","Non-Randomized","Unspecified",2,"Confirmed","Non-severe",NA,"Hospital Discharge, Creatinine Phosphokinase, CK-MB, ALT, AST, Blood Urea Nitrogen","Traditional Chinese Medicine",100
"CHICTR2000030853","http://www.chictr.org.cn/showproj.aspx?proj=51081",NA,"China","Guizhou","2020-Mar","Not Recruiting","Single-Arm","Unspecified",1,"Confirmed","Severe",NA,"CK-MB, LDH","Dexmedetomidine",200
"CHICTR2000030836","http://www.chictr.org.cn/showproj.aspx?proj=51054",NA,"China","Shanghai","2020-Mar","Not Recruiting","Non-Randomized","Unspecified",2,"Confirmed",NA,NA,"Mortality, ICU Admission, Clinical Improvement Score (Any), Pneumonia or ARDS, Dyspnea, Organ Failure or Dysfunction (SOFA), C-Reactive Protein, IL-6, Interferon (Any), eGFR, Coagulation Test, ALT, AST, Albumin, Bilirubin, PaO2-FiO2, SpO2, Respiratory Rate","Traditional Chinese Medicine",300
"CHICTR2000030703","http://www.chictr.org.cn/showproj.aspx?proj=50251",NA,"China","Hunan","2020-Mar","Recruiting","Randomized","Unspecified",2,"Confirmed","Mixed",NA,"Blood Gas, PaO2-FiO2, SpO2, Respiratory Rate, Radiographic Findings","Ixekizumab ,  Antiviral",40
