uniprot_id	molecule_chembl_id	molecule_pref_name	mechanism_of_action	action_type	evidence
P09874	CHEMBL1173055	RUCAPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	FDA
Q9Y6F1	CHEMBL506871	VELIPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	PubMed
Q9Y6F1	CHEMBL521686	OLAPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	FDA
Q9Y6F1	CHEMBL1173055	RUCAPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	PubMed
Q9Y6F1	CHEMBL1173055	RUCAPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	FDA
Q9UGN5	CHEMBL506871	VELIPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	PubMed
Q9UGN5	CHEMBL521686	OLAPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	FDA
Q9UGN5	CHEMBL1173055	RUCAPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	PubMed
Q9UGN5	CHEMBL1173055	RUCAPARIB	PARP 1, 2 and 3 inhibitor	INHIBITOR	FDA
P15391	CHEMBL2109308	ONCOLYSIN B	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	PubMed
P15391	CHEMBL2109334	INEBILIZUMAB	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	PubMed, PubMed
P15391	CHEMBL2109337	MDX-1342	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	Other, PubMed
P15391	CHEMBL2107890	TAPLITUMOMAB PAPTOX	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	PubMed, PubMed, PubMed, PubMed, PubMed
P15391	CHEMBL2109334	INEBILIZUMAB	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	PubMed
P15391	CHEMBL3544992	DENINTUZUMAB	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	PMC, PubMed
P15391	CHEMBL3545371	DENINTUZUMAB MAFODOTIN	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	PubMed
P15391	CHEMBL2109286	COLTUXIMAB RAVTANSINE	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	PubMed
P15391	CHEMBL1742992	BLINATUMOMAB	B-lymphocyte antigen CD19 cross-linking agent	CROSS-LINKING AGENT	FDA
P15391	CHEMBL2109338	AMG-729	B-lymphocyte antigen CD19 binding agent	BINDING AGENT	Other
Q16552	CHEMBL2109469	AFASEVIKUMAB	Interleukin 17A inhibitor	INHIBITOR	Other
Q16552	CHEMBL2109470	PERAKIZUMAB	Interleukin 17A inhibitor	INHIBITOR	PubMed
Q16552	CHEMBL1743034	IXEKIZUMAB	Interleukin 17A inhibitor	INHIBITOR	FDA
Q16552	CHEMBL1743068	SECUKINUMAB	Interleukin 17A inhibitor	INHIBITOR	FDA
Q93088	CHEMBL95889	BETAINE	Betaine-homocysteine S-methyltransferase substrate	SUBSTRATE	DailyMed, PubMed
Q9H2M3	CHEMBL95889	BETAINE	Betaine-homocysteine S-methyltransferase substrate	SUBSTRATE	DailyMed, PubMed
P43304	CHEMBL1431	METFORMIN	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor	INHIBITOR	PubMed
Q9UM47	CHEMBL3301588	TAREXTUMAB	Neurogenic locus notch homolog protein 3 inhibitor	INHIBITOR	Other
Q04721	CHEMBL3301588	TAREXTUMAB	Neurogenic locus notch homolog protein 2 inhibitor	INHIBITOR	PubMed, Other
O14793	CHEMBL3544991	DOMAGROZUMAB	Growth/differentiation factor 8 inhibitor	INHIBITOR	Other, PubMed
O14793	CHEMBL2109522	PF-03446879	Growth/differentiation factor 8 inhibitor	INHIBITOR	Other
O14793	CHEMBL2108674	RAMATERCEPT	Growth/differentiation factor 8 inhibitor	INHIBITOR	Other, Other, PubMed, PubMed
O14793	CHEMBL3545374	TREVOGRUMAB	Growth/differentiation factor 8 inhibitor	INHIBITOR	PubMed, Other
O14793	CHEMBL3545072	LANDOGROZUMAB	Growth/differentiation factor 8 inhibitor	INHIBITOR	PubMed
O14793	CHEMBL2108051	STAMULUMAB	Growth/differentiation factor 8 inhibitor	INHIBITOR	PubMed
P41222	CHEMBL345524	ANTRAFENINE	Prostaglandin-H2 D-isomerase inhibitor	INHIBITOR	PubMed
P06756	CHEMBL2109621	ABITUZUMAB	Integrin alpha-V/beta-8 inhibitor	INHIBITOR	PubMed
P26012	CHEMBL2109621	ABITUZUMAB	Integrin alpha-V/beta-8 inhibitor	INHIBITOR	PubMed
Q96GD4	CHEMBL482767	SNS-314	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q96GD4	CHEMBL482967	CYC-116	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q96GD4	CHEMBL3545378	MK-6592	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, Other
Q96GD4	CHEMBL1980297	ILORASERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed
Q96GD4	CHEMBL402548	DANUSERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q96GD4	CHEMBL2140408	AMG-900	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q96GD4	CHEMBL3545327	TTP-607	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, Other
Q96GD4	CHEMBL572878	TOZASERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q96GD4	CHEMBL1967878	CENISERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
O14965	CHEMBL482767	SNS-314	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
O14965	CHEMBL482967	CYC-116	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
O14965	CHEMBL3545378	MK-6592	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, Other
O14965	CHEMBL1980297	ILORASERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed
O14965	CHEMBL402548	DANUSERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
O14965	CHEMBL2140408	AMG-900	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
O14965	CHEMBL3545327	TTP-607	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, Other
O14965	CHEMBL572878	TOZASERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
O14965	CHEMBL1967878	CENISERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q9UQB9	CHEMBL482767	SNS-314	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q9UQB9	CHEMBL482967	CYC-116	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q9UQB9	CHEMBL3545378	MK-6592	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, Other
Q9UQB9	CHEMBL1980297	ILORASERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed
Q9UQB9	CHEMBL402548	DANUSERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q9UQB9	CHEMBL2140408	AMG-900	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q9UQB9	CHEMBL3545327	TTP-607	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, Other
Q9UQB9	CHEMBL572878	TOZASERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
Q9UQB9	CHEMBL1967878	CENISERTIB	Serine/threonine-protein kinase Aurora inhibitor	INHIBITOR	PubMed, PubMed
P80365	CHEMBL499915	CARBENOXOLONE	11-beta-hydroxysteroid dehydrogenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, Other, PubMed
P28845	CHEMBL499915	CARBENOXOLONE	11-beta-hydroxysteroid dehydrogenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, Other, PubMed
Q9NQ25	CHEMBL1743010	ELOTUZUMAB	SLAM family member 7 inhibitor	INHIBITOR	DailyMed
Q86V86	CHEMBL1952329	SGI-1776	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed, PubMed
Q86V86	CHEMBL3545194	LGH-447	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed, Other
Q86V86	CHEMBL3545423	AZD-1208	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed
Q9P1W9	CHEMBL1952329	SGI-1776	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed, PubMed
Q9P1W9	CHEMBL3545194	LGH-447	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed, Other
Q9P1W9	CHEMBL3545423	AZD-1208	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed
P11309	CHEMBL1952329	SGI-1776	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed, PubMed
P11309	CHEMBL3545194	LGH-447	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed, Other
P11309	CHEMBL3545423	AZD-1208	Serine/threonine-protein kinase PIM inhibitor	INHIBITOR	PubMed
Q03181	CHEMBL1232583	INDEGLITAZAR	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed
Q03181	CHEMBL2104984	SODELGLITAZAR	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed, Wikipedia
Q03181	CHEMBL264374	BEZAFIBRATE	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed
P37231	CHEMBL1232583	INDEGLITAZAR	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed
P37231	CHEMBL2104984	SODELGLITAZAR	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed, Wikipedia
P37231	CHEMBL264374	BEZAFIBRATE	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed
Q07869	CHEMBL1232583	INDEGLITAZAR	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed
Q07869	CHEMBL2104984	SODELGLITAZAR	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed, Wikipedia
Q07869	CHEMBL264374	BEZAFIBRATE	Peroxisome proliferator-activated receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed
P04629	CHEMBL3545332	CEP-2563	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, PubMed
P04629	CHEMBL3545298	AZD-6918	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed
P04629	CHEMBL1983268	ENTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	FDA
P04629	CHEMBL3889654	LAROTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, Other
P04629	CHEMBL4297852	CENEGERMIN	Neurotrophic tyrosine kinase receptor agonist	AGONIST	FDA
P04629	CHEMBL3545365	ALTIRATINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, Other
P04629	CHEMBL3889654	LAROTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	FDA, PubMed
Q16288	CHEMBL3545332	CEP-2563	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, PubMed
Q16288	CHEMBL3545298	AZD-6918	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed
Q16288	CHEMBL1983268	ENTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	FDA
Q16288	CHEMBL3889654	LAROTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, Other
Q16288	CHEMBL4297852	CENEGERMIN	Neurotrophic tyrosine kinase receptor agonist	AGONIST	FDA
Q16288	CHEMBL3545365	ALTIRATINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, Other
Q16288	CHEMBL3889654	LAROTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	FDA, PubMed
Q16620	CHEMBL3545332	CEP-2563	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, PubMed
Q16620	CHEMBL3545298	AZD-6918	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed
Q16620	CHEMBL1983268	ENTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	FDA
Q16620	CHEMBL3889654	LAROTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, Other
Q16620	CHEMBL4297852	CENEGERMIN	Neurotrophic tyrosine kinase receptor agonist	AGONIST	FDA
Q16620	CHEMBL3545365	ALTIRATINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	PubMed, Other
Q16620	CHEMBL3889654	LAROTRECTINIB	Neurotrophic tyrosine kinase receptor inhibitor	INHIBITOR	FDA, PubMed
P04049	CHEMBL3348923	MLN-2480	RAF serine/threonine protein kinase inhibitor	INHIBITOR	Other, Other, PubMed
P10398	CHEMBL3348923	MLN-2480	RAF serine/threonine protein kinase inhibitor	INHIBITOR	Other, Other, PubMed
P15056	CHEMBL3348923	MLN-2480	RAF serine/threonine protein kinase inhibitor	INHIBITOR	Other, Other, PubMed
Q14332	CHEMBL2364652	VANTICTUMAB	Frizzled-2 antagonist	ANTAGONIST	PubMed
Q13467	CHEMBL2364652	VANTICTUMAB	Frizzled-5 antagonist	ANTAGONIST	PubMed
O75084	CHEMBL2364652	VANTICTUMAB	Frizzled-7 antagonist	ANTAGONIST	PubMed
Q9H461	CHEMBL3301577	IPAFRICEPT	Frizzled-8 antagonist	ANTAGONIST	PubMed
Q9H461	CHEMBL2364652	VANTICTUMAB	Frizzled-8 antagonist	ANTAGONIST	PubMed
Q00526	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00526	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q00526	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00526	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q07002	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q07002	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q07002	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q07002	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q14004	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q14004	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q14004	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q14004	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q9NYV4	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q9NYV4	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q9NYV4	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q9NYV4	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
O94921	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
O94921	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
O94921	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
O94921	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P49336	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P49336	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
P49336	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P49336	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P06493	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P06493	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
P06493	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P06493	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q15131	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q15131	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q15131	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q15131	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P11802	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P11802	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
P11802	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P11802	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00537	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00537	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q00537	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00537	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q9BWU1	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q9BWU1	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q9BWU1	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q9BWU1	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P21127	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P21127	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
P21127	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P21127	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q8IZL9	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q8IZL9	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q8IZL9	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q8IZL9	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00535	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00535	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q00535	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00535	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00536	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00536	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q00536	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00536	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P50750	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P50750	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
P50750	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P50750	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P24941	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P24941	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
P24941	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P24941	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00534	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00534	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q00534	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q00534	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q96Q40	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q96Q40	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
Q96Q40	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
Q96Q40	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P50613	CHEMBL3544942	RONICICLIB	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P50613	CHEMBL445813	AT-7519	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed, PubMed
P50613	CHEMBL1230607	PHA-793887	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P50613	CHEMBL488436	AZD-5438	Cyclin-dependent kinase inhibitor	INHIBITOR	PubMed
P04201	CHEMBL3545347	TXA127	Proto-oncogene Mas agonist	AGONIST	PubMed
O00329	CHEMBL3545248	DS-7423	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00329	CHEMBL1079593	VS-5584	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00329	CHEMBL3545006	PWT-33587	PI3-kinase class I inhibitor	INHIBITOR	Other, DOI
O00329	CHEMBL3544966	GSK-1059615	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00329	CHEMBL1684984	PA-799	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL3545385	WX-037	PI3-kinase class I inhibitor	INHIBITOR	Other, Other
O00329	CHEMBL592445	GEDATOLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL3360203	PILARALISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed, Other
O00329	CHEMBL3545324	RG-7666	PI3-kinase class I inhibitor	INHIBITOR	PubMed, Other
O00329	CHEMBL3545322	PANULISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00329	CHEMBL3218578	BGT-226	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL1234354	PF-04691502	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL1922094	APITOLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL2387080	TASELISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, DOI, Other
O00329	CHEMBL1879463	DACTOLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL411907	SONOLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL4297181	SAMOTOLISIB	PI3-kinase class I inhibitor	INHIBITOR	Other
O00329	CHEMBL2326966	SF-1126	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed, PubMed
O00329	CHEMBL521851	PICTILISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL2219421	RECILISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed, Other
O00329	CHEMBL586701	ZSTK-474	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL2017974	BUPARLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00329	CHEMBL3545088	PUQUITINIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed, DOI
O00329	CHEMBL2165191	AZD-6482	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00329	CHEMBL1236962	OMIPALISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL3545366	VOXTALISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed, Other
O00459	CHEMBL3545248	DS-7423	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00459	CHEMBL1079593	VS-5584	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00459	CHEMBL3545006	PWT-33587	PI3-kinase class I inhibitor	INHIBITOR	Other, DOI
O00459	CHEMBL3544966	GSK-1059615	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00459	CHEMBL1684984	PA-799	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL3545385	WX-037	PI3-kinase class I inhibitor	INHIBITOR	Other, Other
O00459	CHEMBL592445	GEDATOLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL3360203	PILARALISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed, Other
O00459	CHEMBL3545324	RG-7666	PI3-kinase class I inhibitor	INHIBITOR	PubMed, Other
O00459	CHEMBL3545322	PANULISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed
O00459	CHEMBL3218578	BGT-226	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL1234354	PF-04691502	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL1922094	APITOLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL2387080	TASELISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, DOI, Other
O00459	CHEMBL1879463	DACTOLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL411907	SONOLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL4297181	SAMOTOLISIB	PI3-kinase class I inhibitor	INHIBITOR	Other
O00459	CHEMBL2326966	SF-1126	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed, PubMed
O00459	CHEMBL521851	PICTILISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL2219421	RECILISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed, Other
O00459	CHEMBL586701	ZSTK-474	PI3-kinase class I inhibitor	INHIBITOR	PubMed, PubMed
O00459	CHEMBL2017974	BUPARLISIB	PI3-kinase class I inhibitor	INHIBITOR	PubMed
